id,created_datetime,customer_id,device_id,driver_id,type_id,use_case_id,working_hour_id,end_date,start_date,status_id,vehicle_id,end_date_time,start_date_time,id,name,start_date,end_date,created_datetime,monday_start_time,monday_end_time,tuesday_start_time,tuesday_end_time,wednesday_start_time,wednesday_end_time,thursday_start_time,thursday_end_time,friday_start_time,friday_end_time,saturday_start_time,saturday_end_time,sunday_start_time,sunday_end_time,is_valid,customer_id,module_id,use_case_id,status_id,selectShift
118,2022-04-08 05:30:55.189846+00,146,,637,38,1,,2022-04-07 06:38:55+00,2022-04-05 06:38:54+00,12,596,2022-04-07 06:38:55+00,2022-04-05 06:38:54+00,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022-04-27 09:13:24.594262+00,146,,637,38,1,,2022-04-28 05:26:23+00,2022-04-26 05:26:21+00,12,596,2022-04-28 05:26:23+00,2022-04-26 05:26:21+00,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022-04-10 07:50:04.299287+00,146,,637,38,1,,2022-04-11 05:31:04+00,2022-04-08 05:31:03+00,12,596,2022-04-11 05:31:04+00,2022-04-08 05:31:03+00,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022-04-12 06:06:19.860203+00,146,,637,38,1,,2022-04-12 07:50:16+00,2022-04-10 07:50:13+00,12,596,2022-04-12 07:50:16+00,2022-04-10 07:50:13+00,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022-05-01 08:16:29.453164+00,146,,658,38,1,,2022-04-15 09:13:32+00,2022-04-01 09:13:30+00,12,596,2022-04-15 09:13:32+00,2022-04-01 09:13:30+00,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022-04-12 06:18:06.681283+00,146,,637,38,1,,2022-04-14 06:06:36+00,2022-04-12 06:06:33+00,12,596,2022-04-14 06:06:36+00,2022-04-12 06:06:33+00,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022-04-15 05:23:53.71714+00,146,,637,38,1,,2022-04-13 06:20:29+00,2022-04-12 06:20:27+00,12,596,2022-04-13 06:20:29+00,2022-04-12 06:20:27+00,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022-05-05 08:22:00.459498+00,146,,637,38,1,,2022-05-02 08:16:42+00,2022-05-01 08:16:40+00,12,596,2022-05-02 08:16:42+00,2022-05-01 08:16:40+00,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022-04-17 07:00:52.927499+00,146,,637,38,1,,2022-04-18 05:24:01+00,2022-04-15 05:23:59+00,12,596,2022-04-18 05:24:01+00,2022-04-15 05:23:59+00,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022-04-19 05:14:59.861259+00,146,,637,38,1,,2022-04-19 07:01:00+00,2022-04-17 07:00:58+00,12,596,2022-04-19 07:01:00+00,2022-04-17 07:00:58+00,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022-05-10 06:20:13.115364+00,146,,637,38,1,,2022-05-06 08:22:15+00,2022-05-05 08:22:13+00,12,596,2022-05-06 08:22:15+00,2022-05-05 08:22:13+00,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022-04-20 05:06:07.090224+00,146,,637,38,1,,2022-04-21 05:15:08+00,2022-04-19 05:15:06+00,12,596,2022-04-21 05:15:08+00,2022-04-19 05:15:06+00,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022-04-21 05:24:43.020818+00,146,,637,38,1,,2022-04-22 05:06:15+00,2022-04-20 05:06:12+00,12,596,2022-04-22 05:06:15+00,2022-04-20 05:06:12+00,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022-05-13 05:48:42.755948+00,146,,637,38,1,,2022-05-11 06:20:27+00,2022-05-10 06:20:25+00,12,664,2022-05-11 06:20:27+00,2022-05-10 06:20:25+00,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022-04-22 05:22:15.449686+00,146,,637,38,1,,2022-04-25 05:24:51+00,2022-04-21 05:24:49+00,12,596,2022-04-25 05:24:51+00,2022-04-21 05:24:49+00,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022-05-14 07:53:22.347235+00,146,,637,38,1,,2022-05-16 05:48:52+00,2022-05-13 05:48:51+00,12,664,2022-05-16 05:48:52+00,2022-05-13 05:48:51+00,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022-04-24 07:55:38.017847+00,146,,637,38,1,,2022-04-25 05:22:22+00,2022-04-22 05:22:21+00,12,596,2022-04-25 05:22:22+00,2022-04-22 05:22:21+00,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022-05-18 07:26:23.989171+00,146,,637,38,1,,2022-05-15 07:53:37+00,2022-05-14 07:53:34+00,12,664,2022-05-15 07:53:37+00,2022-05-14 07:53:34+00,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022-05-18 12:39:29.774608+00,146,,637,38,1,,2022-05-23 07:26:33+00,2022-05-18 07:26:31+00,12,664,2022-05-23 07:26:33+00,2022-05-18 07:26:31+00,,,,,,,,,,,,,,,,,,,,,,,,,
145,2022-05-19 05:39:08.79743+00,146,,667,38,1,,2022-05-23 07:26:33+00,2022-05-18 07:26:31+00,12,664,2022-05-23 07:26:33+00,2022-05-18 07:26:31+00,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022-05-20 05:50:25.206845+00,146,,637,38,1,,2022-05-23 07:26:33+00,2022-05-18 07:26:31+00,12,664,2022-05-23 07:26:33+00,2022-05-18 07:26:31+00,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022-05-22 05:57:34.100661+00,146,,637,38,1,,2022-05-21 05:50:33+00,2022-05-20 05:50:32+00,12,664,2022-05-21 05:50:33+00,2022-05-20 05:50:32+00,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022-05-25 01:08:06.709685+00,353,,673,38,1,,2022-05-28 01:08:03+00,2022-05-25 01:08:01+00,1,679,2022-05-28 01:08:03+00,2022-05-25 01:08:01+00,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022-05-25 06:56:48.194162+00,146,,637,38,1,,2022-05-23 05:57:48+00,2022-05-22 05:57:45+00,12,664,2022-05-23 05:57:48+00,2022-05-22 05:57:45+00,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022-05-26 06:01:08.391852+00,146,,637,38,1,,2022-05-26 06:56:56+00,2022-05-25 06:56:55+00,12,664,2022-05-26 06:56:56+00,2022-05-25 06:56:55+00,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022-05-27 05:51:39.591225+00,146,,637,38,1,,2022-05-27 06:01:17+00,2022-05-26 06:01:16+00,12,664,2022-05-27 06:01:17+00,2022-05-26 06:01:16+00,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022-05-28 07:38:34.350506+00,146,,637,38,1,,2022-05-28 05:51:50+00,2022-05-27 05:51:48+00,12,664,2022-05-28 05:51:50+00,2022-05-27 05:51:48+00,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022-05-29 07:08:31.98653+00,146,,637,38,1,,2022-05-30 07:38:44+00,2022-05-28 07:38:41+00,12,664,2022-05-30 07:38:44+00,2022-05-28 07:38:41+00,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022-05-30 07:03:56.171831+00,146,,637,38,1,,2022-05-31 07:08:40+00,2022-05-29 07:08:38+00,12,664,2022-05-31 07:08:40+00,2022-05-29 07:08:38+00,,,,,,,,,,,,,,,,,,,,,,,,,
156,2022-05-31 06:55:28.552996+00,146,,637,38,1,,2022-05-31 07:04:06+00,2022-05-30 07:04:04+00,12,664,2022-05-31 07:04:06+00,2022-05-30 07:04:04+00,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022-06-01 07:51:13.775661+00,146,,637,38,1,,2022-06-02 06:55:40+00,2022-05-31 06:55:38+00,12,664,2022-06-02 06:55:40+00,2022-05-31 06:55:38+00,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022-06-02 07:08:20.693335+00,146,,637,38,1,,2022-06-02 07:51:36+00,2022-06-01 07:51:35+00,12,664,2022-06-02 07:51:36+00,2022-06-01 07:51:35+00,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022-06-03 18:07:18.745092+00,146,,637,38,1,,2022-06-03 07:09:41+00,2022-06-02 07:09:40+00,12,664,2022-06-03 07:09:41+00,2022-06-02 07:09:40+00,,,,,,,,,,,,,,,,,,,,,,,,,
160,2022-06-05 09:07:57.226002+00,146,,637,38,1,,2022-06-06 18:07:27+00,2022-06-03 18:07:25+00,12,664,2022-06-06 18:07:27+00,2022-06-03 18:07:25+00,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022-06-06 08:04:42.148589+00,146,,637,38,1,,2022-06-06 09:08:08+00,2022-06-05 09:08:06+00,12,664,2022-06-06 09:08:08+00,2022-06-05 09:08:06+00,,,,,,,,,,,,,,,,,,,,,,,,,
163,2022-06-06 18:03:05.233833+00,146,,637,38,1,,2022-06-07 08:04:51+00,2022-06-06 08:04:50+00,12,664,2022-06-07 08:04:51+00,2022-06-06 08:04:50+00,,,,,,,,,,,,,,,,,,,,,,,,,
164,2022-06-07 05:56:31.514606+00,146,,637,38,1,,2022-06-07 18:03:18+00,2022-06-06 18:03:15+00,12,664,2022-06-07 18:03:18+00,2022-06-06 18:03:15+00,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022-06-08 07:26:55.281804+00,146,,637,38,1,,2022-06-09 05:56:43+00,2022-06-07 05:56:41+00,12,664,2022-06-09 05:56:43+00,2022-06-07 05:56:41+00,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022-06-08 07:28:06.073275+00,146,,637,38,1,,2022-06-09 07:27:03+00,2022-06-08 07:27:01+00,12,664,2022-06-09 07:27:03+00,2022-06-08 07:27:01+00,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022-06-09 07:18:17.276597+00,146,,637,38,1,,2022-06-09 07:28:13+00,2022-06-08 07:28:12+00,12,664,2022-06-09 07:28:13+00,2022-06-08 07:28:12+00,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022-06-10 07:18:19.57355+00,146,,637,38,1,,2022-06-10 07:18:29+00,2022-06-09 07:18:26+00,12,664,2022-06-10 07:18:29+00,2022-06-09 07:18:26+00,,,,,,,,,,,,,,,,,,,,,,,,,
169,2022-06-11 08:52:38.500199+00,146,,637,38,1,,2022-06-11 07:18:29+00,2022-06-10 07:18:26+00,12,664,2022-06-11 07:18:29+00,2022-06-10 07:18:26+00,,,,,,,,,,,,,,,,,,,,,,,,,
170,2022-06-12 08:17:39.380355+00,146,,637,38,1,,2022-06-13 08:52:49+00,2022-06-11 08:52:46+00,12,664,2022-06-13 08:52:49+00,2022-06-11 08:52:46+00,,,,,,,,,,,,,,,,,,,,,,,,,
171,2022-06-13 07:26:30.716047+00,146,,637,38,1,,2022-06-13 08:17:54+00,2022-06-12 08:17:51+00,12,664,2022-06-13 08:17:54+00,2022-06-12 08:17:51+00,,,,,,,,,,,,,,,,,,,,,,,,,
172,2022-06-14 07:14:42.690528+00,146,,637,38,1,,2022-06-14 07:26:42+00,2022-06-13 07:26:39+00,12,664,2022-06-14 07:26:42+00,2022-06-13 07:26:39+00,,,,,,,,,,,,,,,,,,,,,,,,,
173,2022-06-15 07:27:56.342285+00,146,,637,38,1,,2022-06-15 07:15:01+00,2022-06-14 07:14:59+00,12,664,2022-06-15 07:15:01+00,2022-06-14 07:14:59+00,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022-06-15 07:28:57.951513+00,146,,637,38,1,,2022-06-16 07:28:54+00,2022-06-15 07:28:52+00,1,664,2022-06-16 07:28:54+00,2022-06-15 07:28:52+00,,,,,,,,,,,,,,,,,,,,,,,,,
175,2022-06-28 06:07:36.862193+00,146,,667,38,1,,2022-06-03 06:07:24+00,2022-06-02 06:07:22+00,12,596,2022-06-03 06:07:24+00,2022-06-02 06:07:22+00,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022-07-18 08:04:25.940429+00,9,,682,38,1,,2022-05-31 00:59:25+00,2022-05-25 00:59:23+00,12,304,2022-05-31 00:59:25+00,2022-05-25 00:59:23+00,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022-04-24 19:48:51.048038+00,146,,632,38,1,,2022-03-11 11:41:28+00,2022-03-09 11:41:26+00,12,,2022-03-11 11:41:28+00,2022-03-09 11:41:26+00,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022-04-26 22:08:55.191627+00,146,,648,38,1,,2022-05-31 07:47:22+00,2022-04-01 07:47:20+00,12,,2022-05-31 07:47:22+00,2022-04-01 07:47:20+00,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022-04-27 09:13:04.237379+00,146,,658,38,1,,2022-04-14 22:09:03+00,2022-03-31 22:09:01+00,12,,2022-04-14 22:09:03+00,2022-03-31 22:09:01+00,,,,,,,,,,,,,,,,,,,,,,,,,
184,2022-07-19 14:21:14.630099+00,9,,682,38,1,,2022-07-21 14:21:08+00,2022-07-15 14:21:06+00,1,307,2022-07-21 14:21:08+00,2022-07-15 14:21:06+00,,,,,,,,,,,,,,,,,,,,,,,,,
185,2022-07-21 12:19:41.058821+00,146,,720,38,1,,2022-07-13 12:19:24+00,2022-07-06 12:19:21+00,1,726,2022-07-13 12:19:24+00,2022-07-06 12:19:21+00,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022-04-24 08:02:48.199265+00,9,,163,38,1,,2021-12-17 10:52:46+00,2021-12-06 10:52:41+00,12,,2021-12-17 10:52:46+00,2021-12-06 10:52:41+00,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022-07-31 08:30:51.063573+00,9,,651,38,1,,2023-01-01 08:51:58+00,2022-02-01 08:51:54+00,12,,2023-01-01 08:51:58+00,2022-02-01 08:51:54+00,,,,,,,,,,,,,,,,,,,,,,,,,
190,2022-08-03 10:28:33.79927+00,146,,738,38,1,,2022-08-31 10:28:25+00,2022-08-01 10:28:14+00,1,734,2022-08-31 10:28:25+00,2022-08-01 10:28:14+00,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022-04-24 19:49:04.638762+00,146,,648,38,1,,2022-04-26 19:48:37+00,2022-04-17 19:48:36+00,12,,2022-04-26 19:48:37+00,2022-04-17 19:48:36+00,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022-08-03 14:05:33.826018+00,146,,632,38,1,,2022-04-26 19:48:37+00,2022-04-17 19:48:36+00,12,,2022-04-26 19:48:37+00,2022-04-17 19:48:36+00,,,,,,,,,,,,,,,,,,,,,,,,,
192,2022-08-11 07:45:54.573968+00,9,,746,38,1,,2022-08-25 07:45:44+00,2022-08-11 07:45:38+00,1,678,2022-08-25 07:45:44+00,2022-08-11 07:45:38+00,,,,,,,,,,,,,,,,,,,,,,,,,
193,2022-08-15 14:28:47.209981+00,9,,649,38,1,,2022-08-16 14:28:44+00,2022-08-14 14:28:38+00,1,415,2022-08-16 14:28:44+00,2022-08-14 14:28:38+00,,,,,,,,,,,,,,,,,,,,,,,,,
196,2022-09-01 06:15:22.59031+00,146,,658,38,1,,2022-09-02 06:15:08+00,2022-09-01 06:15:06+00,1,741,2022-09-02 06:15:08+00,2022-09-01 06:15:06+00,,,,,,,,,,,,,,,,,,,,,,,,,
198,2022-09-15 08:00:47.129798+00,146,,760,38,1,,2022-09-16 07:59:21+00,2022-09-16 07:59:16+00,1,596,2022-09-16 07:59:21+00,2022-09-16 07:59:16+00,,,,,,,,,,,,,,,,,,,,,,,,,
180,2022-07-19 07:30:29.509021+00,146,,725,38,1,,2022-07-21 07:30:15+00,2022-07-19 07:30:13+00,12,,2022-07-21 07:30:15+00,2022-07-19 07:30:13+00,,,,,,,,,,,,,,,,,,,,,,,,,
181,2022-07-19 07:30:34.253776+00,146,,725,38,1,,2022-07-20 07:30:15+00,2022-07-19 07:30:13+00,12,,2022-07-20 07:30:15+00,2022-07-19 07:30:13+00,,,,,,,,,,,,,,,,,,,,,,,,,
182,2022-09-22 02:36:02.772811+00,146,,725,38,1,,2022-07-22 07:31:07+00,2022-07-19 07:31:03+00,12,,2022-07-22 07:31:07+00,2022-07-19 07:31:03+00,,,,,,,,,,,,,,,,,,,,,,,,,
199,2022-09-23 10:22:46.888163+00,146,,764,38,1,,2022-09-23 02:48:40+00,2022-09-01 02:48:38+00,12,,2022-09-23 02:48:40+00,2022-09-01 02:48:38+00,,,,,,,,,,,,,,,,,,,,,,,,,
200,2022-09-29 11:17:46.386493+00,146,,648,38,1,,2022-10-03 11:15:58+00,2022-09-29 11:15:54+00,12,771,2022-10-03 11:15:58+00,2022-09-29 11:15:54+00,,,,,,,,,,,,,,,,,,,,,,,,,
201,2022-10-02 12:36:17.522822+00,146,,798,38,1,,2022-10-28 12:24:34+00,2022-10-20 12:24:29+00,12,774,2022-10-28 12:24:34+00,2022-10-20 12:24:29+00,,,,,,,,,,,,,,,,,,,,,,,,,
202,2022-10-02 12:36:17.536741+00,146,,800,38,1,,2022-10-28 12:24:34+00,2022-10-20 12:24:29+00,1,774,2022-10-28 12:24:34+00,2022-10-20 12:24:29+00,,,,,,,,,,,,,,,,,,,,,,,,,
203,2022-10-18 20:42:06.090184+00,146,,806,38,1,,2022-10-18 20:41:42+00,2022-10-18 20:41:40+00,12,771,2022-10-18 20:41:42+00,2022-10-18 20:41:40+00,,,,,,,,,,,,,,,,,,,,,,,,,
204,2022-10-18 20:42:12.527575+00,146,,806,38,1,,2022-10-21 20:41:42+00,2022-10-18 20:41:40+00,12,771,2022-10-21 20:41:42+00,2022-10-18 20:41:40+00,,,,,,,,,,,,,,,,,,,,,,,,,
195,2022-11-04 13:20:22.487097+00,146,,632,38,1,,2022-08-25 12:50:46+00,2022-08-19 12:50:44+00,12,,2022-08-25 12:50:46+00,2022-08-19 12:50:44+00,,,,,,,,,,,,,,,,,,,,,,,,,
205,2022-11-09 11:44:01.540189+00,146,,819,38,1,,2022-11-11 11:44:00+00,2022-11-08 11:43:58+00,1,771,2022-11-11 11:44:00+00,2022-11-08 11:43:58+00,,,,,,,,,,,,,,,,,,,,,,,,,
206,2022-11-13 07:19:34.816643+00,3685,,840,38,1,,2022-11-14 07:19:33+00,2022-11-13 07:19:27+00,1,824,2022-11-14 07:19:33+00,2022-11-13 07:19:27+00,,,,,,,,,,,,,,,,,,,,,,,,,
207,2022-11-13 07:19:47.440431+00,3685,,841,38,1,,2022-11-16 07:19:45+00,2022-11-15 07:19:43+00,1,825,2022-11-16 07:19:45+00,2022-11-15 07:19:43+00,,,,,,,,,,,,,,,,,,,,,,,,,
211,2022-11-17 10:00:27.791076+00,3755,,855,38,1,,2022-11-18 10:00:24+00,2022-11-17 10:00:20+00,1,852,2022-11-18 10:00:24+00,2022-11-17 10:00:20+00,,,,,,,,,,,,,,,,,,,,,,,,,
